name,add,real_add,행정동,price,총층수,1층포함여부,평수(㎡),대관단위(시간),총평수,수용인원수,시간당대관료,평당가격
홍대입구역 홍대 정문 팝업 통건물 by SHARE.IT,서울 마포구,서울 마포구 와우산로 101,,10000000,6,1,697,24,4182,1394,416666.6667,99.63334927
성수 팝업 서울숲 위팝 1st by SHARE.IT,서울 성동구,서울 성동구 서울숲4길 20,성수1가2동,800000,1,1,48,23,48,16,34782.6087,724.6376812
성수 팝업 서울숲 위팝 2nd by SHARE.IT,서울 성동구,서울 성동구 서울숲4길 26 1층,성수1가2동,900000,1,1,59.4,23,59.4,20,39130.43478,658.7615283
성수 팝업 연무장 온더무브 by SHARE.IT,서울 성동구,서울 성동구 연무장길 13 1층,성수2가3동,900000,1,1,36,23,36,12,39130.43478,1086.956522
성수 서울숲 팝업 건물 통대관 by SHARE.IT,서울 성동구,서울 성동구 서울숲4길 15-1 통건물,성수1가2동,6000000,6,0,697,23,4182,1394,260869.5652,62.37914042
연무장길 메인 팝업 공간 by SHARE.IT,서울 성동구,서울 성동구 성수일로 40,성수1가1동,1500000,1,1,45,23,45,15,65217.3913,1449.275362
DRC 홍대 팝업 통건물 by Share.IT,서울 마포구,서울 마포구 와우산로 82,,5000000,4,1,295.5,23,1182,394,217391.3043,183.9181932
성수 연무장 공장시설 by SHARE.IT,서울 성동구,서울 성동구 성수이로18길 6-1,성수2가3동,5000000,1,1,730,23,730,243,217391.3043,297.7963073
서울숲 2.7,서울 성동구,서울 성동구 서울숲2길 27,성수1가2동,4000000,1,1,60,23,60,20,173913.0435,2898.550725
뉴스 을지로점 을지로 팝업 통건물,서울 중구,서울 중구 을지로 127,을지로동,8000000,3,1,128.1,23,384.3,128,347826.087,905.0899999
연남방앗간,서울 마포구,서울 마포구 동교로29길 34,,3000000,3,1,101,23,303,101,130434.7826,430.4778304
을지로맨스 팝업 통건물,서울 중구,서울 중구 을지로 134,을지로동,5000000,5,1,106,23,530,177,217391.3043,410.1722724
연무장길 33,서울 성동구,서울 성동구 연무장길 33,성수2가3동,7000000,1,1,192,24,192,64,291666.6667,1519.097222
아파트먼트풀,서울 성동구,서울 성동구 뚝섬로17길 35,성수2가1동,25000000,2,1,311,24,622,207,1041666.667,1674.705252
러빈허,서울 마포구,서울 마포구 신촌로6길 22 동교동 177-12,,2000000,1,1,58.7,24,58.7,20,83333.33333,1419.647927
멜로워 성수 대형 팝업 카페,서울 성동구,서울 성동구 성수이로7길 39,성수2가1동,15000000,2,1,337.8,24,675.6,225,625000,925.1036116
스테이지35,서울 성동구,서울 성동구 연무장길 35 스테이지35,성수2가3동,10000000,1,1,349.8,24,349.8,117,416666.6667,1191.156852
커피덕 홍대,서울 마포구,서울 마포구 월드컵북로2길 37,,5000000,1,1,330,24,330,110,208333.3333,631.3131313
그로토 청담,서울 강남구,서울 강남구 선릉로 812,청담동,3000000,3,1,256.1,24,768.3,256,125000,162.6968632
프롬헤라스 압구정 도산,서울 강남구,서울 강남구 언주로168길 29,압구정동,10000000,3,1,304,24,912,304,416666.6667,456.871345
"성수동 팝업스토어, 전시 공간 ″스퀘어 성수 2호점″",서울 성동구,서울 성동구 연무장길 81 103호,성수2가3동,1500000,1,1,20.8,23,20.8,7,65217.3913,3135.451505
성수동 공장형 카페 + 외벽,서울 성동구,서울 성동구 왕십리로6길 4-5 1층,,100000,1,1,140,1,140,47,100000,714.2857143
"[단독주택]성수역도보3분,성수동팝업/전시/VIP행사장소",서울 성동구,서울 성동구 연무장11길 13 1층,성수2가3동,8800000,2,1,240,23,480,160,382608.6957,797.1014493
바이아스,서울 마포구,서울 마포구 와우산로35길 53 서교동 330-1 2층,,1000000,2,1,106.5,24,213,71,41666.66667,195.6181534
성수 픽닷 옆 매장 팝업스토어,서울 성동구,서울 성동구 서울숲4길 23-1 102호,성수1가2동,1000000,1,1,26.4,23,26.4,9,43478.26087,1646.903821
팝업 성수 마켓 디스코너,서울 성동구,서울 성동구 연무장길 57 1층,성수2가3동,700000,1,1,14,23,14,5,30434.78261,2173.913043
"한남동 팝업스토어, 전시 공간 ″스퀘어 한남″",서울 용산구,서울 용산구 이태원로 230 1층,한남동,1700000,1,1,47.9,23,47.9,16,73913.04348,1543.069801
스타필드 코엑스몰 BGZT LAB 2,서울 강남구,서울 강남구 봉은사로 524 스타필드 코엑스몰 B1층 C102호,삼성1동,300000,1,0,9.9,12,9.9,3,25000,2525.252525
오우드 성수 1호점,서울 성동구,서울 성동구 연무장길 101-1,성수2가3동,12000000,1,1,186.5,23,186.5,62,521739.1304,2797.52885
[홍대/연남/팝업] 프리즘 연남 카페 전체,서울 마포구,"서울 마포구 연희로1길 63 2, 3층, 루프탑",,2500000,3,0,80,23,240,80,108695.6522,452.8985507
금호 알베르,서울 성동구,서울 성동구 금호로3길 14,금호4가동,3000000,1,1,168,23,168,56,130434.7826,776.3975155
크레아레(KREARE),서울 성동구,서울 성동구 연무장길 102,성수2가3동,20000000,3,1,294,23,882,294,869565.2174,985.901607
스퀘어 성수,서울 성동구,서울 성동구 연무장길 81 지하 1층 B-2호,성수2가3동,1000000,1,0,135,23,135,45,43478.26087,322.0611916
스네일 하우스(Snail House),서울 성동구,서울 성동구 서울숲4길 26-14,성수1가2동,4000000,5,1,102.9,23,514.5,172,173913.0435,338.0234081
신사/가로수길 메인거리 빌딩,서울 강남구,서울 강남구 가로수길 40,신사동,2000000,1,1,84,23,84,28,86956.52174,1035.196687
[SG-271] 성수 공장 팝업,서울 성동구,서울 성동구 성수이로18길 20,성수2가3동,3600000,1,1,396,23,396,132,156521.7391,395.256917
KBS아레나,서울 강서구,서울 강서구 공항대로 376,화곡6동,10000000,1,1,640,23,640,213,434782.6087,679.3478261
연무장길 14,서울 성동구,서울 성동구 연무장길 14 1층,성수1가1동,2000000,1,1,89,23,89,30,86956.52174,977.0395701
삼각지 용산 전시 팝업스토어 1층,서울 용산구,서울 용산구 한강대로62길 55-10 1층,한강로동,120000,1,1,11.2,17,11.2,4,7058.823529,630.2521008
꼴라보하우스 도산 전체,서울 강남구,서울 강남구 언주로164길 21-3 1층 꼴라보하우스도산,압구정동,7000000,3,1,522,10,1566,522,700000,446.9987229
[쌈지길] 1층 팝업존,서울 종로구,서울 종로구 인사동길 44 (쌈지길),종로1234가동,500000,1,1,40,23,40,13,21739.13043,543.4782609
롯데월드몰 라운지,서울 송파구,서울 송파구 올림픽로 300 1층 다이버홀,,6000000,1,1,431,24,431,144,250000,580.0464037
"[성수/서울숲] 야외,실내 팝업/전시",서울 성동구,서울 성동구 왕십리로 114 3층,,1200000,1,0,181,23,181,60,52173.91304,288.2536632
한남동 프라이빗 VVIP 행사 ″메종한남″,서울 용산구,서울 용산구 유엔빌리지3길 24,한남동,10000000,2,1,253,23,506,169,434782.6087,859.2541674
청담 팝업스토어 파티 행사 ″디청담″,서울 강남구,서울 강남구 압구정로79길 58 디청담,청담동,10000000,1,1,400,23,400,133,434782.6087,1086.956522
성수 로또 디스코너49,서울 성동구,서울 성동구 광나루로 275 1층,송정동,660000,1,1,51,23,51,17,28695.65217,562.6598465
피디삐 성수,서울 성동구,서울 성동구 성수이로18길 32,성수2가3동,1500000,1,1,72,24,72,24,62500,868.0555556
성수 버치커피,서울 성동구,서울 성동구 성수이로16길 27,성수2가1동,2500000,3,1,36,24,108,36,104166.6667,964.5061728
[도화서길] D1,서울 종로구,서울 종로구 율곡로 18,종로1234가동,5000000,18,1,400,23,7200,2400,217391.3043,30.19323671
[쌈지길] 야외마당,서울 종로구,서울 종로구 인사동길 44 (쌈지길),종로1234가동,3000000,1,1,80,23,80,27,130434.7826,1630.434783
한남동 팝업 파티 행사 ″메종한남V″,서울 용산구,서울 용산구 유엔빌리지3길 24,한남동,10000000,2,0,207,23,414,138,434782.6087,1050.199538
스몰글라스,서울 성동구,서울 성동구 뚝섬로3길 22 1층 스몰글라스,성수1가1동,500000,1,1,53.1,16,53.1,18,31250,588.5122411
아이에스 성수,서울 성동구,서울 성동구 뚝섬로 403,성수2가1동,7000000,2,1,301.2,24,602.4,201,291666.6667,484.1744135
성수 파티 디스코너66,서울 성동구,서울 성동구 광나루로 275 지하1층,송정동,2000000,2,1,233.9,12,467.8,156,166666.6667,356.2776115
